date,municipality,municipality_type,psgc_code,latitude,longitude,climate_zone,supply_system,grid_connected,planned_grid_connection_year,population,households_estimated,electrification_rate_est,residential_customer_count,nonresidential_customer_count,customer_count,economic_load_index,urban_intensity_index,consumption_kwh,peak_demand_kw,available_capacity_kw,capacity_utilization_pct,outage_minutes,temperature_mean_c,temperature_min_c,temperature_max_c,humidity_mean_pct,rainfall_mm,heat_index_mean_c,wind_speed_mean_kph,cloud_cover_mean_pct,is_holiday,holiday_name,holiday_type,is_weekend,day_of_week,month,quarter,year,is_special_event,special_event_name,record_status,record_notes,data_split,energy_anchor_type,data_classification,municipality_population_share_pct,consumption_lag_1,consumption_lag_2,consumption_lag_7,consumption_lag_14,consumption_lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,temperature_lag_1,rainfall_lag_1,consumption_vs_30d_pct,demand_level
2024-04-28,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52199,12589,0.8092,10187.0,530.0,10717.0,0.82,0.65,40832.89,3030.67,4345.64,69.74,0,30.25,23.97,35.18,80.62,0.0,38.63,11.48,41.78,0,,,1,Sunday,4,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0471,39401.51,38029.46,40481.23,42647.84,37314.43,38904.475714,39636.455714,39765.248333,956.0991,29.55,5.7,2.684861,NORMAL
2024-04-29,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52200,12590,0.8092,10188.0,530.0,10718.0,0.82,0.65,39658.16,2968.8,4315.92,68.79,0,29.73,24.24,34.05,85.67,52.1,38.43,17.1,61.57,0,,,0,Monday,4,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0471,40832.89,39401.51,39599.04,40060.62,37444.66,38954.712857,39506.816429,39882.530333,1056.701954,30.25,0.0,-0.562578,NORMAL
2024-04-30,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52201,12590,0.8093,10189.0,530.0,10719.0,0.82,0.65,39724.76,3061.18,4374.37,69.98,0,30.41,24.03,35.43,80.81,0.0,39.21,6.5,34.32,0,,,0,Tuesday,4,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0472,39658.16,40832.89,38692.48,41719.37,39994.49,38963.158571,39478.069286,39956.313667,1062.92797,29.73,52.1,-0.579517,NORMAL
2024-05-01,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52202,12590,0.8093,10189.0,530.0,10719.0,0.82,0.65,37696.94,2878.79,4363.05,65.98,0,29.64,24.19,33.92,85.24,6.51,37.99,8.71,56.04,1,Labor Day,REGULAR,0,Wednesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0473,39724.76,39658.16,37913.66,39602.45,42718.96,39110.627143,39335.597143,39947.322667,1090.369678,30.41,0.0,-5.633375,NORMAL
2024-05-02,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52203,12591,0.8093,10190.0,530.0,10720.0,0.82,0.65,39445.85,2971.8,4316.94,68.84,0,29.47,24.07,33.71,86.9,0.0,37.87,10.03,63.06,0,,,0,Thursday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0473,37696.94,39724.76,38213.95,39483.52,40865.15,39079.667143,39199.489286,39779.922,1132.291744,29.64,6.51,-0.839801,NORMAL
2024-05-03,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52204,12591,0.8094,10191.0,530.0,10721.0,0.82,0.65,39060.92,2975.58,4346.46,68.46,0,29.13,23.91,33.24,86.4,3.22,36.63,10.74,55.01,0,,,0,Friday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0474,39445.85,37696.94,38029.46,40939.56,40979.67,39255.652857,39196.798571,39732.612,1069.293729,29.47,0.0,-1.690531,NORMAL
2024-05-04,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52205,12591,0.8094,10192.0,530.0,10722.0,0.82,0.65,40542.41,3068.57,4302.27,71.32,0,29.37,24.09,33.52,87.91,6.81,37.83,8.96,65.26,0,,,1,Saturday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0475,39060.92,39445.85,39401.51,38125.69,40026.82,39403.004286,39062.61,39668.653667,934.765508,29.13,3.22,2.202637,ELEVATED
2024-05-05,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52206,12592,0.8095,10193.0,530.0,10723.0,0.82,0.65,42470.49,3207.15,4285.57,74.84,0,29.78,24.31,34.09,88.22,3.84,39.36,11.36,76.34,0,,,1,Sunday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0475,40542.41,39060.92,40832.89,40481.23,41009.3,39565.99,39235.232857,39685.84,1029.15921,29.37,6.81,7.016734,ELEVATED
2024-05-06,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52206,12592,0.8095,10193.0,530.0,10723.0,0.82,0.65,43914.04,3435.9,4342.82,79.12,0,30.33,24.57,34.86,86.96,5.71,40.96,11.77,68.15,0,,,0,Monday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0475,42470.49,40542.41,39658.16,39599.04,40230.47,39799.932857,39377.322857,39734.546333,1460.764177,29.78,3.84,10.518539,HIGH
2024-05-07,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52207,12592,0.8096,10194.0,530.0,10724.0,0.82,0.65,41097.61,3077.02,4418.51,69.64,0,29.73,24.23,34.05,85.57,0.0,38.39,3.78,71.18,0,,,0,Tuesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0476,43914.04,42470.49,39724.76,38692.48,38984.84,40407.915714,39685.537143,39857.332,2126.078858,30.33,5.71,3.111794,NORMAL
2024-05-08,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52208,12593,0.8096,10195.0,530.0,10725.0,0.82,0.65,40068.15,3079.91,4441.14,69.35,0,29.44,24.07,33.66,86.35,0.0,37.64,10.87,66.63,0,,,0,Wednesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0476,41097.61,43914.04,37696.94,37913.66,37553.22,40604.037143,39857.332143,39927.757667,2115.852824,29.73,0.0,0.351616,NORMAL
2024-05-09,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52209,12593,0.8097,10196.0,530.0,10726.0,0.82,0.65,40996.53,3119.97,4295.31,72.64,0,29.67,24.21,33.95,86.53,5.78,38.45,7.62,60.13,0,,,0,Thursday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0477,40068.15,41097.61,39445.85,38213.95,38333.79,40942.781429,40011.224286,40011.588667,1726.930148,29.44,0.0,2.46164,ELEVATED
2024-05-10,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52210,12594,0.8097,10197.0,530.0,10727.0,0.82,0.65,40565.55,3130.12,4373.59,71.57,240,29.69,24.21,33.99,86.74,2.17,38.59,8.5,68.02,0,,,0,Friday,5,2,2024,0,,UNPLANNED_OUTAGE,Synthetic unplanned interruption.,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0478,40996.53,40068.15,39060.92,38029.46,39443.33,41164.307143,40209.98,40100.346667,1597.513491,29.67,5.78,1.160098,ELEVATED
2024-05-11,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52211,12594,0.8097,10198.0,530.0,10728.0,0.82,0.65,40907.91,3150.68,4305.7,73.17,90,30.42,24.61,34.99,84.26,8.31,40.37,9.16,60.71,0,,,1,Saturday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0478,40565.55,40996.53,40542.41,39401.51,39663.61,41379.254286,40391.129286,40137.754,1349.268497,29.69,2.17,1.918782,ELEVATED
2024-05-12,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52212,12594,0.8098,10198.0,530.0,10728.0,0.82,0.65,40456.01,3011.02,3831.26,78.59,60,29.71,24.4,33.89,88.98,20.6,39.33,10.62,71.31,0,,,1,Sunday,5,2,2024,0,,PLANNED_MAINTENANCE,Synthetic planned maintenance and temporary capacity derating.,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0479,40907.91,40565.55,42470.49,40832.89,42059.2,41431.468571,40498.729286,40179.230667,1318.201149,30.42,8.31,0.688862,ELEVATED
2024-05-13,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52213,12595,0.8098,10200.0,530.0,10730.0,0.82,0.65,42536.1,3221.69,4285.59,75.17,0,30.37,24.61,34.89,89.19,6.36,41.87,8.4,76.54,0,,,0,Monday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.048,40456.01,40907.91,43914.04,39658.16,41425.13,41143.685714,40471.809286,40125.791,1272.670859,29.71,20.6,6.006882,ELEVATED
2024-05-14,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52214,12595,0.8099,10200.0,530.0,10730.0,0.82,0.65,39391.91,3080.09,4386.87,70.21,0,29.92,24.3,34.33,83.82,0.3,38.51,8.95,65.19,0,,,0,Tuesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.048,42536.1,40456.01,41097.61,39724.76,42647.84,40946.837143,40677.376429,40162.823333,786.432435,30.37,6.36,-1.91947,ELEVATED
2024-05-15,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52215,12595,0.8099,10201.0,530.0,10731.0,0.82,0.65,38957.89,2895.97,4371.88,66.24,0,29.53,24.09,33.8,80.47,0.0,36.38,8.07,58.69,0,,,0,Wednesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0481,39391.91,42536.1,40068.15,37696.94,40060.62,40703.165714,40653.601429,40054.292333,973.849018,29.92,0.3,-2.73729,NORMAL
2024-05-16,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52215,12596,0.81,10202.0,531.0,10733.0,0.82,0.65,38994.74,3072.01,4408.44,69.68,0,29.86,24.26,34.25,78.57,0.0,36.84,10.85,59.68,0,,,0,Thursday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0481,38957.89,39391.91,40996.53,39445.85,41719.37,40544.557143,40743.669286,40017.534667,1165.971488,29.53,0.0,-2.555866,NORMAL
2024-05-17,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52216,12596,0.81,10203.0,531.0,10734.0,0.82,0.65,39305.89,3079.9,4395.6,70.07,0,29.37,24.06,33.55,84.48,0.0,36.92,8.8,72.89,0,,,0,Friday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0481,38994.74,38957.89,40565.55,39060.92,39602.45,40258.587143,40711.447143,39926.713667,1276.854135,29.86,0.0,-1.554908,ELEVATED
2024-05-18,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52217,12596,0.81,10203.0,531.0,10734.0,0.82,0.65,39762.4,2974.36,4428.86,67.16,0,29.07,23.93,33.11,84.08,5.62,35.87,10.35,64.89,0,,,1,Saturday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0482,39305.89,38994.74,40907.91,40542.41,39483.52,40078.635714,40728.945,39916.828333,1314.589095,29.37,0.0,-0.386875,NORMAL
2024-05-19,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52218,12597,0.8101,10205.0,531.0,10736.0,0.82,0.65,39847.82,2974.89,4357.06,68.28,0,29.17,24.09,33.17,83.86,13.13,36.13,12.12,75.89,0,,,1,Sunday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0483,39762.4,39305.89,40456.01,42470.49,40939.56,39914.991429,40673.23,39926.124333,1264.497262,29.07,5.62,-0.196123,NORMAL
2024-05-20,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52219,12597,0.8101,10205.0,531.0,10736.0,0.82,0.65,41501.45,3152.52,4351.47,72.45,0,30.09,24.37,34.59,81.96,0.0,38.53,8.37,59.27,0,,,0,Monday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0483,39847.82,39762.4,42536.1,43914.04,38125.69,39828.107143,40485.896429,39889.733,1241.819143,29.17,13.13,4.040431,ELEVATED
2024-05-21,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52220,12597,0.8102,10206.0,531.0,10737.0,0.82,0.65,39801.72,3015.54,4316.23,69.87,0,29.66,24.23,33.93,81.67,0.0,37.09,9.41,81.72,0,,,0,Tuesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0484,41501.45,39847.82,39391.91,41097.61,40481.23,39680.3,40313.568571,40002.258333,872.411509,30.09,0.0,-0.501318,NORMAL
2024-05-22,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52221,12598,0.8102,10207.0,531.0,10738.0,0.82,0.65,39205.87,2983.11,4343.98,68.67,0,29.66,24.28,33.88,83.09,9.35,37.46,10.4,71.95,0,,,0,Wednesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0485,39801.72,41501.45,38957.89,40068.15,39599.04,39738.844286,40221.005,39979.608,863.538557,29.66,0.0,-1.935332,NORMAL
2024-05-23,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52222,12598,0.8103,10208.0,531.0,10739.0,0.82,0.65,39850.29,3010.28,4327.49,69.56,0,29.72,24.17,34.07,83.37,0.0,37.72,7.27,55.72,0,,,0,Thursday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0485,39205.87,39801.72,38994.74,40996.53,38692.48,39774.27,40159.413571,39966.502333,830.620266,29.66,9.35,-0.290774,NORMAL
2024-05-24,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52223,12599,0.8103,10209.0,531.0,10740.0,0.82,0.65,40061.62,3117.0,4336.09,71.89,0,29.92,24.33,34.31,89.4,4.53,40.22,9.38,62.01,0,,,0,Friday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0486,39850.29,39205.87,39305.89,40565.55,37913.66,39896.491429,40077.539286,40005.096,756.430834,29.72,0.0,0.141292,ELEVATED
2024-05-25,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52224,12599,0.8104,10210.0,531.0,10741.0,0.82,0.65,41396.35,3178.92,4274.59,74.37,0,29.93,24.29,34.36,86.7,0.0,39.41,9.45,57.33,0,,,1,Saturday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0487,40061.62,39850.29,39762.4,40907.91,38213.95,40004.452857,40041.544286,40076.694667,710.63274,29.92,4.53,3.292825,ELEVATED
2024-05-26,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52224,12599,0.8104,10210.0,531.0,10741.0,0.82,0.65,43859.08,3407.48,4269.27,79.81,0,30.28,24.48,34.84,87.78,0.0,41.03,8.87,64.74,0,,,1,Sunday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0486,41396.35,40061.62,39847.82,40456.01,38029.46,40237.874286,40076.432857,40182.774667,868.656287,29.93,0.0,9.148958,HIGH
2024-05-27,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52225,12599,0.8104,10211.0,531.0,10742.0,0.82,0.65,38419.56,2979.38,4307.77,69.16,0,29.3,24.01,33.46,81.32,0.0,35.91,3.94,69.56,0,,,0,Monday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0487,43859.08,41396.35,41501.45,42536.1,39401.51,40810.911429,40319.509286,40377.095333,1591.109151,30.28,0.0,-4.848133,NORMAL
2024-05-28,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52226,12600,0.8105,10212.0,531.0,10743.0,0.82,0.65,41370.72,3195.41,4306.08,74.21,0,30.05,24.4,34.49,86.5,5.97,39.77,6.65,59.27,0,,,0,Tuesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0488,38419.56,43859.08,39801.72,39391.91,40832.89,40370.641429,40025.470714,40344.363667,1783.004225,29.3,0.0,2.543989,ELEVATED
2024-05-29,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52227,12600,0.8105,10213.0,531.0,10744.0,0.82,0.65,40374.77,3012.08,4351.74,69.22,0,29.43,24.27,33.48,84.33,27.45,37.06,11.33,55.45,0,,,0,Wednesday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0488,41370.72,38419.56,39205.87,38957.89,39658.16,40594.784286,40166.814286,40362.291333,1798.12077,30.05,5.97,0.030917,NORMAL
2024-05-30,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52228,12601,0.8106,10214.0,531.0,10745.0,0.82,0.65,39082.71,3054.98,4255.44,71.79,0,28.96,23.89,32.95,84.95,5.53,35.74,9.65,67.0,0,,,0,Thursday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0489,40374.77,41370.72,39850.29,38994.74,39724.76,40761.77,40268.02,40386.178333,1699.194104,29.43,27.45,-3.227511,ELEVATED
2024-05-31,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52229,12601,0.8106,10215.0,531.0,10746.0,0.82,0.65,39656.57,3005.46,4390.4,68.46,0,28.8,23.96,32.6,90.46,17.62,36.49,9.88,82.71,0,,,0,Friday,5,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.049,39082.71,40374.77,40061.62,39305.89,37696.94,40652.115714,40274.303571,40364.776667,1790.150919,28.96,5.53,-1.754516,NORMAL
2024-06-01,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52230,12601,0.8107,10215.0,531.0,10746.0,0.82,0.65,40241.87,3025.04,4284.52,70.6,0,28.59,23.85,32.31,90.79,0.0,35.85,13.82,66.05,0,,,1,Saturday,6,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.049,39656.57,39082.71,41396.35,39762.4,39445.85,40594.251429,40299.352143,40430.097667,1818.7372,28.8,17.62,-0.465563,ELEVATED
2024-06-02,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52231,12602,0.8107,10216.0,531.0,10747.0,0.82,0.65,42074.61,3179.99,4375.21,72.68,0,28.97,24.04,32.85,87.28,0.0,36.32,6.71,67.46,0,,,1,Sunday,6,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0491,40241.87,39656.57,43859.08,39847.82,39060.92,40429.325714,40333.6,40456.631667,1785.928196,28.59,0.0,3.999291,ELEVATED
2024-06-03,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52232,12602,0.8107,10217.0,531.0,10748.0,0.82,0.65,40458.01,3205.63,4299.52,74.56,0,28.76,24.07,32.44,90.82,8.18,36.43,8.27,88.99,0,,,0,Monday,6,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0492,42074.61,40241.87,38419.56,41501.45,40542.41,40174.401429,40492.656429,40557.088,1266.627959,28.97,0.0,-0.244293,ELEVATED
2024-06-04,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52233,12602,0.8108,10218.0,531.0,10749.0,0.82,0.65,41348.63,3191.93,4398.5,72.57,0,29.08,24.08,33.0,89.38,1.63,37.19,6.92,59.48,0,,,0,Tuesday,6,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0492,40458.01,42074.61,41370.72,39801.72,42470.49,40465.608571,40418.125,40554.274667,1002.782171,28.76,8.18,1.958746,ELEVATED
2024-06-05,Kalamansig,Municipality,1206505000,6.5521,124.0512,WESTERN_COASTAL,ISOLATED_OR_LOCAL_GRID_MODELED,0,2025.0,52234,12603,0.8108,10219.0,531.0,10750.0,0.82,0.65,44188.21,3454.18,4354.16,79.33,0,30.07,24.61,34.36,90.92,0.0,41.3,9.04,77.01,0,,,0,Wednesday,6,2,2024,0,,NORMAL,,TEST,MODELED_ISOLATED_OR_LOCAL_GRID,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,6.0493,41348.63,40458.01,40374.77,39205.87,43914.04,40462.452857,40528.618571,40516.879333,999.488447,29.08,1.63,9.061238,HIGH
